user_id,total_logons,after_hours_logons,weekend_logons,failed_logons,total_emails,emails_with_attachments,external_emails,total_http,suspicious_http,total_file,exe_zip_files,total_device,num_distinct_pcs,total_email_megabytes,role,department,O,C,E,A,N,label,total_actions,after_hours_ratio,weekend_activity_ratio,failed_logon_ratio,attachment_ratio,external_email_ratio,suspicious_file_ratio,suspicious_http_ratio,device_action_ratio,total_suspicious_flags,overall_suspicious_ratio,exfiltration_intensity,activity_intensity
DGW0752,964,0,0,0,4986,2025,2624,56052,2636,0,0,0,1,142.56044,Salesman,2 - Sales,40,46,20,40,14,0,62002,0.0,0.0,0.0,0.40605575,0.52616805,0.0,0.04702692,0.0,7285,0.117494315,0.084834605,62002
DHM0937,692,0,0,0,3025,633,1287,32870,823,0,0,0,1,87.183975,ComputerProgrammer,2 - SoftwareManagement,43,22,21,15,24,0,36587,0.0,0.0,0.0,0.20918705,0.42531395,0.0,0.025037266,0.0,2743,0.07496993,0.05766918,36587
DIB0081,551,0,0,0,1418,563,467,15390,1698,1580,89,989,3,40.356213,0,0,34,45,14,28,33,0,19928,0.0,0.0,0.0,0.3967583,0.329105,0.056293484,0.11032422,0.04962617,2817,0.1413518,0.15826184,19928
DIB0285,368,0,0,0,1613,320,598,17596,472,375,18,779,1,45.539093,0,0,13,45,17,50,29,1,20731,0.0,0.0,0.0,0.19826518,0.37050804,0.047872342,0.026822753,0.037574764,1408,0.06791434,0.0891858,20731
DIC0988,692,0,0,0,3007,0,895,32870,4848,0,0,0,1,86.65721,NursePractitioner,5 - Medical,44,30,23,21,32,0,36569,0.0,0.0,0.0,0.0,0.2975399,0.0,0.14748563,0.0,5743,0.1570413,0.1570413,36569
DID0650,692,346,0,0,1022,0,585,10005,318,0,0,0,1,28.987297,Technician,3 - FieldService,45,21,17,42,21,0,11719,0.4992785,0.0,0.0,0.0,0.5718475,0.0,0.031780932,0.0,1249,0.10656997,0.07704778,11719
DIW0118,1209,0,0,0,4658,1387,1463,49478,2711,1314,82,1359,3,133.1466,Manager,3 - Assembly,37,17,19,37,26,0,58018,0.0,0.0,0.0,0.29770336,0.3140159,0.062357415,0.05479092,0.02342336,5643,0.09726124,0.09536531,58018
DJB0159,1002,0,0,0,6351,1929,2906,65550,2022,0,0,0,2,181.33826,Director,1 - MarketAnalysis,20,37,27,38,37,0,72903,0.0,0.0,0.0,0.30368388,0.4574937,0.0,0.030846212,0.0,6857,0.0940552,0.06759574,72903
DJS0682,692,0,0,0,3003,0,1328,32870,1697,0,0,0,1,84.747604,SoftwareEngineer,2 - SoftwareManagement,22,23,36,13,30,0,36565,0.0,0.0,0.0,0.0,0.44207722,0.0,0.051626053,0.0,3025,0.08272713,0.08272713,36565
DKB0631,692,346,0,0,1007,308,419,10034,1361,0,0,0,1,28.829918,Technician,3 - FieldService,34,18,14,46,31,0,11733,0.4992785,0.0,0.0,0.30555555,0.4156746,0.0,0.13562532,0.0,2434,0.20743139,0.15169592,11733
DLF0377,692,0,0,0,3025,605,1022,32870,4316,0,0,0,1,86.59455,Mathematician,1 - Research,39,35,19,27,34,0,36587,0.0,0.0,0.0,0.1999339,0.3377396,0.0,0.13130115,0.0,5943,0.1624303,0.14589483,36587
DLH0029,692,0,0,0,3040,327,1176,32870,3180,0,0,0,1,86.99369,NursePractitioner,5 - Medical,36,26,38,18,31,0,36602,0.0,0.0,0.0,0.107530415,0.3867149,0.0,0.09674181,0.0,4683,0.12794033,0.11900664,36602
DLM0051,1367,0,294,0,7573,2260,3600,82840,2727,10673,597,7533,3,216.34561,Director,3 - Engineering,37,37,17,20,35,0,109986,0.0,0.21491228,0.0,0.29838923,0.47531027,0.055930298,0.032918483,0.06848991,9184,0.08350078,0.12601489,109986
DLS0383,949,0,0,0,2987,1202,1343,31140,2017,0,0,0,1,84.945496,Scientist,1 - Research,10,21,12,25,24,0,35076,0.0,0.0,0.0,0.40227577,0.44946453,0.0,0.064769916,0.0,4562,0.13005674,0.09578926,35076
DMG0358,3038,1335,0,0,3691,1526,1562,39424,2194,0,0,0,633,104.79056,ITAdmin,6 - Security,19,39,14,25,29,0,46153,0.43928924,0.0,0.0,0.4133261,0.42307693,0.0,0.05564997,0.0,6617,0.14336786,0.08137973,46153
DMK0257,1160,118,16,0,3008,1175,811,32870,2747,1499,84,1371,2,86.084564,ElectricalEngineer,3 - Engineering,33,20,26,26,30,0,39908,0.10163652,0.013781223,0.0,0.39049518,0.26952475,0.056,0.0835691,0.034353152,4935,0.12365632,0.12350598,39908
DMM0623,982,0,9,0,5217,2072,2047,57510,12814,0,0,0,1,149.34587,Salesman,2 - Sales,36,27,21,39,30,0,63709,0.0,0.009155646,0.0,0.397087,0.3922959,0.0,0.22280955,0.0,16933,0.26578245,0.23326008,63709
DOL0332,692,0,0,0,1008,314,379,10034,1137,0,0,0,1,28.927748,Technician,3 - FieldService,32,40,41,18,24,0,11734,0.0,0.0,0.0,0.31119922,0.3756194,0.0,0.11330344,0.0,1830,0.15594375,0.1291862,11734
DOP0562,692,0,0,0,2986,613,1086,32870,820,0,0,0,1,86.494354,ComputerProgrammer,2 - SoftwareManagement,42,16,37,39,31,0,36548,0.0,0.0,0.0,0.20522264,0.3635755,0.0,0.024946,0.0,2519,0.06892117,0.05214917,36548
DPM0423,914,0,0,0,3017,1201,1146,32870,4229,1403,83,2131,2,86.36265,HardwareEngineer,3 - Engineering,37,38,38,15,27,0,40335,0.0,0.0,0.0,0.39794567,0.37972167,0.05911681,0.12865444,0.052831218,6659,0.16508825,0.18608686,40335
DPS0262,254,20,4,0,946,100,263,10545,543,0,0,0,1,27.017595,0,0,20,25,20,14,32,0,11745,0.078431375,0.015686275,0.0,0.105596624,0.2777191,0.0,0.051488716,0.0,926,0.078835346,0.0686191,11745
DRR0162,512,0,0,0,2737,794,1059,29293,1699,529,30,1116,1,78.67313,0,0,45,36,20,36,29,1,34187,0.0,0.0,0.0,0.2899927,0.38677868,0.056603774,0.057998225,0.03264303,3582,0.1047736,0.11331461,34187
DRR0242,884,0,188,0,3836,405,1407,39600,3276,0,0,0,1,108.48672,ComputerProgrammer,2 - SoftwareManagement,39,19,40,41,33,0,44320,0.0,0.21242937,0.0,0.10555121,0.36669272,0.0,0.08272518,0.0,5088,0.11479885,0.105660975,44320
DSB0731,692,0,0,0,4936,981,1836,56052,9775,0,0,0,1,141.55627,Salesman,2 - Sales,26,15,40,43,30,0,61680,0.0,0.0,0.0,0.19870366,0.37188575,0.0,0.17438853,0.0,12592,0.20414715,0.18824273,61680
DSM0591,692,0,0,0,338,0,132,3460,142,0,0,0,1,9.775477,ProductionLineWorker,3 - Assembly,20,35,18,43,35,0,4490,0.0,0.0,0.0,0.0,0.38938054,0.0,0.041028604,0.0,274,0.061010912,0.061010912,4490
DTP0379,1076,0,0,0,3311,975,1344,32775,3948,0,0,0,4,95.05475,Physicist,1 - Research,45,42,15,37,27,0,37162,0.0,0.0,0.0,0.29438406,0.4057971,0.0,0.12045399,0.0,6267,0.16863547,0.1423997,37162
DTT0076,692,0,0,0,6019,0,1639,65740,4080,0,0,0,1,172.00023,ChiefEngineer,3 - Engineering,42,16,34,24,28,0,72451,0.0,0.0,0.0,0.0,0.27225915,0.0,0.062061727,0.0,5719,0.07893502,0.07893502,72451
DVM0265,796,0,0,0,3022,907,958,34600,1792,0,0,0,3,86.31576,MaterialsEngineer,3 - Engineering,47,40,10,24,31,0,38418,0.0,0.0,0.0,0.3000331,0.31690374,0.0,0.051790413,0.0,3657,0.09518728,0.071579166,38418
DVW0103,692,0,0,0,3049,0,1105,32870,1069,0,0,0,1,87.23834,SystemsEngineer,3 - Engineering,40,45,44,21,29,0,36611,0.0,0.0,0.0,0.0,0.3622951,0.0,0.03252107,0.0,2174,0.05937944,0.05937944,36611
DZC0228,692,0,0,0,3032,309,1328,32870,1401,0,0,0,1,86.807686,Physicist,1 - Research,37,37,34,21,38,0,36594,0.0,0.0,0.0,0.10187933,0.43785033,0.0,0.042621154,0.0,3038,0.083016805,0.07457303,36594
EAH0466,104,0,0,0,34,12,17,350,13,358,24,30,3,1.0391226,0,0,41,38,29,38,25,0,876,0.0,0.0,0.0,0.34285715,0.4857143,0.06685237,0.037037037,0.034207527,66,0.075256556,0.06841505,876
EBC0390,692,0,0,0,3018,0,913,32870,1909,0,0,0,1,86.11438,Scientist,1 - Research,40,40,40,22,33,0,36580,0.0,0.0,0.0,0.0,0.30241802,0.0,0.058075506,0.0,2822,0.07714387,0.07714387,36580
ECF0828,422,0,0,0,207,0,78,2110,71,0,0,0,1,6.0874176,0,0,40,49,39,40,35,0,2739,0.0,0.0,0.0,0.0,0.375,0.0,0.033633348,0.0,149,0.054379564,0.054379564,2739
ECL0930,963,0,0,0,3041,1196,905,32870,1858,0,0,0,1,86.969444,ComputerProgrammer,2 - SoftwareManagement,28,24,40,18,29,0,36874,0.0,0.0,0.0,0.3931624,0.29750165,0.0,0.056523986,0.0,3959,0.10736271,0.07492881,36874
ECR0822,692,0,0,0,339,0,129,3460,173,0,0,0,1,9.858176,ProductionLineWorker,3 - Assembly,16,19,17,23,29,0,4491,0.0,0.0,0.0,0.0,0.37941176,0.0,0.049985554,0.0,302,0.067230634,0.067230634,4491
EDA0684,88,9,0,0,304,100,114,3325,253,0,0,0,2,8.91066,0,0,38,42,40,39,33,0,3717,0.101123594,0.0,0.0,0.32786885,0.3737705,0.0,0.07606735,0.0,476,0.12802581,0.09870898,3717
EDB0714,484,0,0,0,255,71,114,2548,149,526,28,1070,1,7.6261187,0,0,21,23,35,26,29,1,4883,0.0,0.0,0.0,0.27734375,0.4453125,0.05313093,0.058454297,0.21908271,362,0.074119575,0.27293202,4883
EFS0882,692,0,0,0,1009,0,407,10034,950,0,0,0,1,28.582218,Technician,3 - FieldService,40,40,47,25,27,0,11735,0.0,0.0,0.0,0.0,0.40297028,0.0,0.09466866,0.0,1357,0.11562713,0.11562713,11735
EGD0132,378,0,0,0,195,21,61,2037,63,399,22,833,1,5.358163,0,0,37,38,33,15,22,1,3842,0.0,0.0,0.0,0.10714286,0.3112245,0.055,0.03091266,0.21675774,167,0.043455634,0.2490242,3842
EGD0409,388,0,0,0,1239,372,533,13300,602,0,0,0,1,35.8293,0,0,39,40,22,35,33,0,14927,0.0,0.0,0.0,0.3,0.42983872,0.0,0.045259755,0.0,1507,0.10095123,0.07603162,14927
EGK0893,692,0,0,0,997,95,446,10034,176,0,0,0,1,28.311024,Technician,3 - FieldService,21,30,11,47,27,0,11723,0.0,0.0,0.0,0.09519038,0.44689378,0.0,0.017538615,0.0,717,0.0611566,0.053053565,11723
EHB0420,1651,121,321,0,3767,1130,1792,38880,865,0,0,0,3,107.37367,ElectricalEngineer,3 - Engineering,45,42,38,17,20,0,44298,0.07324455,0.19430992,0.0,0.29989386,0.47558385,0.0,0.02224737,0.0,3908,0.0882187,0.05997878,44298
EHB0824,328,7,0,0,153,17,44,1594,41,14,0,26,1,4.360365,0,0,46,39,22,44,31,1,2115,0.021276595,0.0,0.0,0.11038961,0.2857143,0.0,0.02570533,0.012287335,109,0.051512286,0.052457467,2115
EHD0584,641,9,2,0,208,73,89,1893,64,11,0,14,3,6.1821146,0,0,38,40,42,43,22,1,2767,0.014018691,0.0031152647,0.0,0.3492823,0.4258373,0.0,0.03379092,0.0050578034,235,0.084898844,0.06033237,2767
EHR0096,692,0,0,0,3019,0,1223,32870,634,0,0,0,1,86.1915,ComputerScientist,3 - Engineering,22,13,20,48,31,0,36581,0.0,0.0,0.0,0.0,0.4049669,0.0,0.019287517,0.0,1857,0.050762672,0.050762672,36581
EIM0156,692,0,0,0,3014,1208,1106,32870,775,0,0,0,1,85.60057,Statistician,3 - FinancialPlanning,19,31,43,45,33,0,36576,0.0,0.0,0.0,0.40066335,0.3668325,0.0,0.023577014,0.0,3089,0.08445198,0.05142576,36576
EIP0997,692,0,0,0,3017,0,1154,32870,1875,0,0,0,1,85.877975,ElectricalEngineer,2 - ManufacturingEngineering,42,28,20,25,34,0,36579,0.0,0.0,0.0,0.0,0.38237244,0.0,0.05704116,0.0,3029,0.082804814,0.082804814,36579
EIS0041,3052,1343,0,0,3287,1005,1983,39270,2744,3676,209,2644,622,93.089905,ITAdmin,6 - Security,41,44,17,48,30,0,51929,0.43989518,0.0,0.0,0.30565694,0.6031022,0.056839816,0.069873445,0.050914694,7284,0.14026575,0.14194107,51929
EJW0884,691,0,0,0,1026,100,428,10034,448,0,0,0,1,28.645832,Technician,3 - FieldService,46,20,32,26,31,0,11751,0.0,0.0,0.0,0.09737098,0.4167478,0.0,0.04464375,0.0,976,0.08304969,0.0745405,11751
ELB0847,762,0,0,0,336,43,134,3450,242,0,0,0,3,9.321295,ProductionLineWorker,3 - Assembly,12,17,16,19,28,0,4548,0.0,0.0,0.0,0.12759644,0.3976261,0.0,0.070124604,0.0,419,0.09210815,0.08265553,4548
ELH0960,692,0,0,0,333,0,103,3460,206,0,0,0,1,9.424527,ProductionLineWorker,3 - Assembly,40,43,26,41,22,0,4485,0.0,0.0,0.0,0.0,0.30838323,0.0,0.05952037,0.0,309,0.06888096,0.06888096,4485
ELT0769,692,0,0,0,1004,0,358,10034,1932,0,0,0,1,28.68346,Technician,3 - FieldService,19,20,20,27,35,0,11730,0.0,0.0,0.0,0.0,0.3562189,0.0,0.19252616,0.0,2290,0.19520928,0.19520928,11730
EMB0531,965,0,0,0,990,377,480,10034,544,0,0,0,1,28.200592,Technician,3 - FieldService,31,41,31,36,36,0,11989,0.0,0.0,0.0,0.3804238,0.48435923,0.0,0.054210264,0.0,1401,0.11684737,0.0854045,11989
EMS0317,692,0,0,0,4965,977,2502,56052,6658,0,0,0,1,141.88246,Salesman,2 - Sales,15,21,44,10,31,0,61709,0.0,0.0,0.0,0.19673781,0.503826,0.0,0.11878044,0.0,10137,0.16426834,0.14843623,61709
EMW0105,692,0,0,0,3646,0,1984,39216,571,0,0,0,1,104.273315,AdministrativeAssistant,3 - Engineering,35,40,17,41,34,0,43554,0.0,0.0,0.0,0.0,0.5440088,0.0,0.014560012,0.0,2555,0.05866146,0.05866146,43554
EMW0772,722,0,0,0,998,112,459,10034,1558,181,10,260,3,28.714165,Technician,3 - FieldService,46,41,20,12,28,0,12195,0.0,0.0,0.0,0.11211211,0.45945945,0.054945055,0.1552566,0.021318465,2139,0.17538537,0.18670055,12195
ENC0234,771,0,0,0,2268,234,670,24605,1349,0,0,0,2,64.375145,0,0,21,23,32,19,23,0,27644,0.0,0.0,0.0,0.10312913,0.29528427,0.0,0.05482403,0.0,2253,0.08149756,0.0730331,27644
ENL0100,692,0,0,0,3029,602,929,32870,1862,0,0,0,1,87.46331,ElectricalEngineer,3 - Engineering,39,18,42,35,21,0,36591,0.0,0.0,0.0,0.19867986,0.30660066,0.0,0.056645676,0.0,3393,0.09272519,0.0762735,36591
EPW0434,692,0,0,0,3053,590,1614,32870,820,0,0,0,1,87.803986,TestEngineer,3 - Engineering,32,36,38,22,33,0,36615,0.0,0.0,0.0,0.19318926,0.5284872,0.0,0.024946,0.0,3024,0.08258685,0.06647367,36615
ERH0449,692,0,0,0,332,0,130,3450,30,0,0,0,1,9.478305,ProductionLineWorker,3 - Assembly,44,15,35,17,25,0,4474,0.0,0.0,0.0,0.0,0.3903904,0.0,0.008693133,0.0,160,0.03575419,0.03575419,4474
ESA0642,692,346,0,0,1004,0,484,10034,603,0,0,0,1,28.454105,Technician,3 - FieldService,32,14,44,30,32,0,11730,0.4992785,0.0,0.0,0.0,0.48159203,0.0,0.060089685,0.0,1433,0.12215497,0.09266047,11730
ESH0135,692,0,0,0,327,129,180,3460,179,0,0,0,1,9.182263,ProductionLineWorker,3 - Assembly,35,22,32,44,28,0,4479,0.0,0.0,0.0,0.3932927,0.5487805,0.0,0.051719155,0.0,488,0.10892857,0.08013393,4479
ESH0283,762,0,0,0,3049,879,1162,32870,2233,2646,157,277,35,87.793396,MechanicalEngineer,3 - Engineering,44,30,35,18,31,0,39604,0.0,0.0,0.0,0.2881967,0.38098362,0.05931243,0.06793222,0.0069940663,4431,0.11187981,0.09271557,39604
ESJ0670,1030,0,258,0,4582,455,2054,44650,2131,3303,182,366,3,130.18663,Scientist,1 - Research,42,31,15,40,24,0,53931,0.0,0.25024247,0.0,0.09927995,0.44817805,0.055084746,0.047725696,0.0067863236,4822,0.08940888,0.08438404,53931
ESR0693,384,0,0,0,1475,570,361,16055,535,509,23,391,2,41.97767,0,0,35,23,25,21,31,0,18814,0.0,0.0,0.0,0.38617885,0.24457994,0.04509804,0.033320878,0.020781292,1489,0.07913899,0.06840287,18814
ETR0177,692,0,0,0,3711,0,1142,39330,2841,0,0,0,1,105.84064,AdministrativeAssistant,3 - FieldService,18,15,41,26,39,0,43733,0.0,0.0,0.0,0.0,0.30765086,0.0,0.072233096,0.0,3983,0.091073304,0.091073304,43733
ETR0428,834,0,0,0,3034,891,1728,34600,1372,0,0,0,3,86.55736,TestEngineer,3 - Engineering,36,21,40,20,20,0,38468,0.0,0.0,0.0,0.29357496,0.5693575,0.0,0.039652035,0.0,3991,0.10374587,0.08058437,38468
EWH0191,959,0,0,0,4649,1852,2046,49478,3932,0,0,0,1,132.71852,Manager,2 - Pricing,33,17,22,23,27,0,55086,0.0,0.0,0.0,0.39827958,0.44,0.0,0.07946806,0.0,7830,0.1421388,0.10851925,55086
EZH0736,692,0,0,0,4974,525,1578,56052,6094,0,0,0,1,141.83798,Salesman,2 - Sales,44,41,37,19,31,0,61718,0.0,0.0,0.0,0.10552764,0.31718594,0.0,0.10871854,0.0,8197,0.13281162,0.12430532,61718
EZT0640,1197,378,0,0,1015,423,483,10034,539,0,0,0,2,29.053055,Technician,3 - FieldService,12,15,27,39,27,0,12246,0.3155259,0.0,0.0,0.4163386,0.4753937,0.0,0.053712007,0.0,1823,0.14885278,0.083449006,12246
FAW0032,708,1,0,0,4723,925,1631,49478,5901,0,0,0,1,134.65614,Manager,6 - Security,43,24,17,37,37,0,54909,0.0014104373,0.0,0.0,0.19580863,0.34525827,0.0,0.11926272,0.0,8458,0.15403387,0.13716991,54909
FBA0348,696,1,0,0,4704,0,2042,49478,1328,0,0,0,1,133.48352,Manager,6 - Security,41,44,40,36,27,0,54878,0.0014347202,0.0,0.0,0.0,0.43400636,0.0,0.02683967,0.0,3371,0.061426047,0.061407823,54878
FBW0747,796,0,40,0,5369,543,2086,59292,2032,0,0,0,3,154.38437,Salesman,2 - Sales,43,45,35,25,28,0,65457,0.0,0.050188206,0.0,0.10111732,0.38845438,0.0,0.034270488,0.0,4661,0.071205966,0.06291057,65457
FDE0117,692,0,0,0,4724,921,2156,49478,980,0,0,0,1,134.80132,Manager,2 - ManufacturingEngineering,38,37,32,41,28,0,54894,0.0,0.0,0.0,0.19492063,0.4562963,0.0,0.019806383,0.0,4057,0.07390473,0.057127245,54894
FEB0306,1118,0,0,0,329,102,115,3460,248,1157,59,719,2,9.2833395,ProductionLineWorker,3 - Assembly,40,42,26,25,31,0,6783,0.0,0.0,0.0,0.3090909,0.34848484,0.050949913,0.071655594,0.10598467,524,0.077240564,0.15949292,6783
FFC0891,745,35,5,0,566,227,285,5684,152,961,61,833,2,15.860073,0,0,38,10,39,50,39,0,8789,0.04691689,0.006702413,0.0,0.40035275,0.5026455,0.06340957,0.026737027,0.09476678,760,0.08646189,0.14448236,8789
FGW0853,910,101,14,0,4663,1453,2013,56052,3631,0,0,0,4,132.16772,Salesman,2 - Sales,25,35,20,40,39,0,61625,0.11086718,0.015367728,0.0,0.31153515,0.43160376,0.0,0.06477798,0.0,7198,0.11680135,0.09158472,61625
FHO0630,692,0,0,0,4993,1999,2247,56052,5805,0,0,0,1,143.93465,Salesman,2 - Sales,28,44,23,12,26,0,61737,0.0,0.0,0.0,0.40028033,0.44993994,0.0,0.1035627,0.0,10051,0.16280086,0.1304221,61737
FHS0837,692,0,0,0,337,0,153,3450,132,0,0,0,1,9.493262,ProductionLineWorker,3 - Assembly,23,37,14,42,34,0,4479,0.0,0.0,0.0,0.0,0.45266274,0.0,0.038249783,0.0,285,0.063616075,0.063616075,4479
FIR0920,878,0,0,0,3006,1188,945,32870,4750,0,0,0,2,85.6459,Scientist,1 - Research,40,11,44,20,27,0,36754,0.0,0.0,0.0,0.39507815,0.3142667,0.0,0.14450428,0.0,6883,0.18726704,0.15494491,36754
FKB0163,692,0,0,0,3032,289,1550,32870,1167,0,0,0,1,86.91104,Statistician,1 - MarketAnalysis,39,35,25,39,22,0,36594,0.0,0.0,0.0,0.0952852,0.51104516,0.0,0.03550242,0.0,3006,0.08214237,0.07424512,36594
FKK0055,1345,0,335,0,4039,1630,1910,46400,3395,601,39,344,3,116.25123,Scientist,1 - Research,46,16,37,16,27,0,52729,0.0,0.24888559,0.0,0.40346536,0.47277227,0.06478405,0.07316653,0.0065238005,6974,0.13225868,0.10713067,52729
FLM0213,691,0,0,0,4668,892,1347,49335,1342,0,0,0,1,134.02705,SecurityGuard,6 - Security,20,41,46,15,24,0,54694,0.0,0.0,0.0,0.19104734,0.2884986,0.0,0.027201232,0.0,3581,0.06547216,0.049163543,54694
FMG0527,548,7,0,0,790,313,249,7832,376,23,0,24,1,22.059368,0,0,43,38,35,38,28,1,9217,0.012750455,0.0,0.0,0.39570165,0.3147914,0.0,0.048002042,0.0026036017,945,0.102516815,0.07040573,9217
FOB0756,1479,0,255,0,1242,360,651,12325,986,165,8,309,2,35.82108,Technician,3 - FieldService,42,41,34,20,27,0,15520,0.0,0.1722973,0.0,0.2896219,0.5237329,0.04819277,0.07999351,0.01990851,2005,0.12917982,0.12537852,15520
FPC0954,692,0,0,0,340,0,104,3460,130,0,0,0,1,9.491241,ProductionLineWorker,3 - Assembly,22,25,50,20,27,0,4492,0.0,0.0,0.0,0.0,0.30498534,0.0,0.037561398,0.0,234,0.052081015,0.052081015,4492
FQA0854,702,0,0,0,5005,1514,2222,56052,3279,0,0,0,6,143.90535,Salesman,2 - Sales,41,38,30,34,26,0,61759,0.0,0.0,0.0,0.30243707,0.44386736,0.0,0.058498207,0.0,7015,0.113584846,0.089070596,61759
FRB0023,692,0,0,0,3668,1470,1942,39444,2147,0,0,0,1,104.67927,HumanResourceSpecialist,2 - EmployeeRelations,45,14,12,14,14,0,43804,0.0,0.0,0.0,0.40065414,0.52929956,0.0,0.05443022,0.0,5559,0.12690333,0.09334551,43804
FRL0511,692,0,0,0,1004,407,366,10005,21,0,0,0,1,28.298414,Technician,3 - FieldService,20,30,47,20,30,0,11701,0.0,0.0,0.0,0.40497512,0.3641791,0.0,0.0020987408,0.0,794,0.06785165,0.03307127,11701
FRR0832,692,0,0,0,336,138,137,3460,36,0,0,0,1,9.688486,ProductionLineWorker,3 - Assembly,43,40,25,19,30,0,4488,0.0,0.0,0.0,0.40949556,0.4065282,0.0,0.010401618,0.0,311,0.06928046,0.03853865,4488
FSB0399,670,0,0,0,2924,555,1250,31825,1785,0,0,0,1,83.97498,0,0,23,22,15,37,26,0,35419,0.0,0.0,0.0,0.1897436,0.42735043,0.0,0.05608622,0.0,3590,0.101355165,0.08568605,35419
FSC0601,648,0,0,0,4180,433,1756,49708,5620,653,46,1263,2,119.77052,0,0,37,30,37,15,30,1,56452,0.0,0.0,0.0,0.10356374,0.41999522,0.070336394,0.113058,0.022372592,7855,0.13914229,0.15302995,56452
FTM0406,498,6,0,0,2136,0,969,23277,721,33,1,36,1,61.06648,0,0,31,15,38,16,34,1,25980,0.012024048,0.0,0.0,0.0,0.4534394,0.029411765,0.030973451,0.001385628,1697,0.06531696,0.06643316,25980
FUM0015,692,0,0,0,6114,2467,2592,65740,2729,0,0,0,1,174.74467,Director,6 - Security,33,18,18,46,32,0,72546,0.0,0.0,0.0,0.4034342,0.42387572,0.0,0.041511387,0.0,7788,0.107351094,0.07334556,72546
FWM0707,748,0,0,0,333,136,160,3460,194,0,0,0,3,9.543909,ProductionLineWorker,3 - Assembly,50,36,35,18,34,0,4541,0.0,0.0,0.0,0.4071856,0.4790419,0.0,0.056053165,0.0,490,0.10788199,0.077939235,4541
FXF0957,692,0,0,0,335,67,129,3460,100,0,0,0,1,9.857856,ProductionLineWorker,3 - Assembly,35,25,47,36,28,0,4487,0.0,0.0,0.0,0.19940476,0.38392857,0.0,0.028893383,0.0,296,0.06595366,0.051024955,4487
GAF0060,692,0,0,0,3031,1207,1224,32870,2022,0,0,0,1,86.608665,Mathematician,1 - Research,41,16,39,25,22,0,36593,0.0,0.0,0.0,0.39808708,0.40369394,0.0,0.06151319,0.0,4453,0.121686615,0.088703066,36593
GAF0570,999,0,0,0,3003,884,1121,34600,508,0,0,0,21,86.152916,SoftwareEngineer,2 - SoftwareManagement,31,15,38,46,35,0,38602,0.0,0.0,0.0,0.2942743,0.3731691,0.0,0.014681657,0.0,2513,0.06509857,0.042198792,38602
GBM0603,644,0,0,0,4673,936,2047,52164,4863,0,0,0,1,132.36511,0,0,39,42,42,24,37,0,57481,0.0,0.0,0.0,0.20025674,0.43795463,0.0,0.09322342,0.0,7846,0.1364949,0.12021154,57481
GCC0744,692,0,0,0,5063,0,2286,56052,4420,0,0,0,1,144.50635,Salesman,2 - Sales,35,42,15,25,31,0,61807,0.0,0.0,0.0,0.0,0.4514218,0.0,0.07885394,0.0,6706,0.108497284,0.108497284,61807
GCC0945,692,0,0,0,337,44,151,3460,176,0,0,0,1,9.440388,ProductionLineWorker,3 - Assembly,30,39,18,25,27,0,4489,0.0,0.0,0.0,0.13017751,0.44674557,0.0,0.050852355,0.0,371,0.082628064,0.07282851,4489
GCG0951,1035,0,0,0,375,102,157,3460,342,0,0,0,2,10.568345,ProductionLineWorker,3 - Assembly,33,33,25,19,44,0,4870,0.0,0.0,0.0,0.2712766,0.4175532,0.0,0.098815374,0.0,601,0.12338329,0.10244303,4870
GCL0016,1125,0,122,0,4126,1245,1653,44232,1809,199,15,267,3,118.37587,AdministrativeAssistant,1 - Personnel,45,32,20,24,34,0,49949,0.0,0.10834814,0.0,0.30167192,0.40053308,0.075,0.040897068,0.0053453455,4722,0.09453453,0.07465465,49949
GCR0554,692,0,0,0,3008,643,928,32870,2109,0,0,0,1,85.31418,Physicist,1 - Research,16,16,41,23,37,0,36570,0.0,0.0,0.0,0.21369226,0.3084081,0.0,0.0641599,0.0,3680,0.10062618,0.08304394,36570
GCS0518,692,0,0,0,1001,0,382,10034,368,0,0,0,1,28.71402,Technician,3 - FieldService,41,36,23,38,21,0,11727,0.0,0.0,0.0,0.0,0.38123754,0.0,0.03667165,0.0,750,0.063949525,0.063949525,11727
GCS0571,988,0,0,0,332,33,91,3460,21,564,37,275,2,9.551061,ProductionLineWorker,3 - Assembly,22,18,16,23,32,0,5619,0.0,0.0,0.0,0.0990991,0.27327326,0.06548673,0.0060676103,0.048932385,182,0.032384343,0.06886121,5619
GDF0704,1012,0,0,0,338,120,105,3460,212,0,0,0,3,9.839473,ProductionLineWorker,3 - Assembly,25,13,21,29,36,0,4810,0.0,0.0,0.0,0.3539823,0.30973452,0.0,0.061253972,0.0,437,0.09083351,0.06589067,4810
GHH0288,808,13,4,0,336,108,104,3460,127,1563,91,1428,3,9.793958,ProductionLineWorker,3 - Assembly,12,36,40,36,30,0,7595,0.01606922,0.0049443757,0.0,0.32047477,0.30860534,0.058184143,0.036694597,0.18799368,443,0.05832017,0.21840443,7595
GHL0460,464,3,1,0,217,57,82,2291,53,41,2,22,1,5.909561,0,0,21,37,24,17,35,1,3035,0.006451613,0.0021505377,0.0,0.2614679,0.3761468,0.04761905,0.023123909,0.007246377,197,0.06488801,0.05171278,3035
GJD0298,692,0,0,0,339,129,150,3460,175,0,0,0,1,10.033387,ProductionLineWorker,3 - Assembly,43,39,12,40,27,0,4491,0.0,0.0,0.0,0.37941176,0.44117647,0.0,0.05056342,0.0,454,0.101068564,0.072350845,4491
