user_id,total_logons,after_hours_logons,weekend_logons,failed_logons,total_emails,emails_with_attachments,external_emails,total_http,suspicious_http,total_file,exe_zip_files,after_hours_file_ops,total_device,num_distinct_pcs,unique_http_domains,unique_external_recipients,total_email_megabytes,label,total_actions,after_hours_ratio,weekend_activity_ratio,failed_logon_ratio,attachment_ratio,external_email_ratio,suspicious_file_ratio,suspicious_http_ratio,device_action_ratio,total_suspicious_flags,overall_suspicious_ratio,exfiltration_intensity,activity_intensity,after_hours_file_ratio,domain_diversity,recipient_diversity
DHM0937,692.0,0.0,0.0,0,3025.0,633.0,1287.0,32870.0,823.0,0.0,0.0,0.0,0.0,1.0,207.0,529.0,87.183975,0,36587.0,0.0,0.0,0.0,0.20918705,0.42531395,0.0,0.025037266,0.0,2743.0,0.07496993,0.05766918,36587.0,0.0,0.0062973443,0.4107143
DIB0081,551.0,0.0,0.0,0,1418.0,563.0,467.0,15390.0,1698.0,1580.0,89.0,0.0,989.0,3.0,131.0,213.0,40.356213,0,19928.0,0.0,0.0,0.0,0.3967583,0.329105,0.056293484,0.11032422,0.04962617,2817.0,0.1413518,0.15826184,19928.0,0.0,0.008511468,0.4551282
DIB0285,368.0,0.0,0.0,0,1613.0,320.0,598.0,17596.0,472.0,375.0,18.0,0.0,779.0,1.0,136.0,284.0,45.539093,1,20731.0,0.0,0.0,0.0,0.19826518,0.37050804,0.047872342,0.026822753,0.037574764,1408.0,0.06791434,0.0891858,20731.0,0.0,0.00772859,0.47412354
DIC0988,692.0,0.0,0.0,0,3007.0,0.0,895.0,32870.0,4848.0,0.0,0.0,0.0,0.0,1.0,101.0,252.0,86.65721,0,36569.0,0.0,0.0,0.0,0.0,0.2975399,0.0,0.14748563,0.0,5743.0,0.1570413,0.1570413,36569.0,0.0,0.003072617,0.28125
DID0650,692.0,346.0,0.0,0,1022.0,0.0,585.0,10005.0,318.0,0.0,0.0,0.0,0.0,1.0,200.0,287.0,28.987297,0,11719.0,0.4992785,0.0,0.0,0.0,0.5718475,0.0,0.031780932,0.0,1249.0,0.10656997,0.07704778,11719.0,0.0,0.019988008,0.48976108
DIW0118,1209.0,0.0,0.0,0,4658.0,1387.0,1463.0,49478.0,2711.0,1314.0,82.0,0.0,1359.0,3.0,150.0,607.0,133.1466,0,58018.0,0.0,0.0,0.0,0.29770336,0.3140159,0.062357415,0.05479092,0.02342336,5643.0,0.09726124,0.09536531,58018.0,0.0,0.003031589,0.41461748
DJB0159,1002.0,0.0,0.0,0,6351.0,1929.0,2906.0,65550.0,2022.0,0.0,0.0,0.0,0.0,2.0,168.0,763.0,181.33826,0,72903.0,0.0,0.0,0.0,0.30368388,0.4574937,0.0,0.030846212,0.0,6857.0,0.0940552,0.06759574,72903.0,0.0,0.00256289,0.2624699
DJS0682,692.0,0.0,0.0,0,3003.0,0.0,1328.0,32870.0,1697.0,0.0,0.0,0.0,0.0,1.0,187.0,556.0,84.747604,0,36565.0,0.0,0.0,0.0,0.0,0.44207722,0.0,0.051626053,0.0,3025.0,0.08272713,0.08272713,36565.0,0.0,0.0056889053,0.41835967
DKB0631,692.0,346.0,0.0,0,1007.0,308.0,419.0,10034.0,1361.0,0.0,0.0,0.0,0.0,1.0,101.0,214.0,28.829918,0,11733.0,0.4992785,0.0,0.0,0.30555555,0.4156746,0.0,0.13562532,0.0,2434.0,0.20743139,0.15169592,11733.0,0.0,0.010064773,0.5095238
DLF0377,692.0,0.0,0.0,0,3025.0,605.0,1022.0,32870.0,4316.0,0.0,0.0,0.0,0.0,1.0,112.0,455.0,86.59455,0,36587.0,0.0,0.0,0.0,0.1999339,0.3377396,0.0,0.13130115,0.0,5943.0,0.1624303,0.14589483,36587.0,0.0,0.0034072588,0.44477028
DLH0029,692.0,0.0,0.0,0,3040.0,327.0,1176.0,32870.0,3180.0,0.0,0.0,0.0,0.0,1.0,132.0,324.0,86.99369,0,36602.0,0.0,0.0,0.0,0.107530415,0.3867149,0.0,0.09674181,0.0,4683.0,0.12794033,0.11900664,36602.0,0.0,0.0040156976,0.27527612
DLM0051,1367.0,0.0,294.0,0,7573.0,2260.0,3600.0,82840.0,2727.0,10673.0,597.0,0.0,7533.0,3.0,215.0,1187.0,216.34561,0,109986.0,0.0,0.21491228,0.0,0.29838923,0.47531027,0.055930298,0.032918483,0.06848991,9184.0,0.08350078,0.12601489,109986.0,0.0,0.0025953331,0.32963067
DLS0383,949.0,0.0,0.0,0,2987.0,1202.0,1343.0,31140.0,2017.0,0.0,0.0,0.0,0.0,1.0,178.0,557.0,84.945496,0,35076.0,0.0,0.0,0.0,0.40227577,0.44946453,0.0,0.064769916,0.0,4562.0,0.13005674,0.09578926,35076.0,0.0,0.0057159374,0.41443452
DMG0358,3038.0,1335.0,0.0,0,3691.0,1526.0,1562.0,39424.0,2194.0,0.0,0.0,0.0,0.0,633.0,227.0,671.0,104.79056,0,46153.0,0.43928924,0.0,0.0,0.4133261,0.42307693,0.0,0.05564997,0.0,6617.0,0.14336786,0.08137973,46153.0,0.0,0.0057577677,0.42930263
DMK0257,1160.0,118.0,16.0,0,3008.0,1175.0,811.0,32870.0,2747.0,1499.0,84.0,25.0,1371.0,2.0,99.0,362.0,86.084564,0,39908.0,0.10163652,0.013781223,0.0,0.39049518,0.26952475,0.056,0.0835691,0.034353152,4935.0,0.12365632,0.12350598,39908.0,0.016666668,0.0030117733,0.44581282
DMM0623,982.0,0.0,9.0,0,5217.0,2072.0,2047.0,57510.0,12814.0,0.0,0.0,0.0,0.0,1.0,172.0,880.0,149.34587,0,63709.0,0.0,0.009155646,0.0,0.397087,0.3922959,0.0,0.22280955,0.0,16921.012000000002,0.26578245,0.23326008,63709.0,0.0,0.0029907322,0.4296875
DOL0332,692.0,0.0,0.0,0,1008.0,314.0,379.0,10034.0,1137.0,0.0,0.0,0.0,0.0,1.0,114.0,222.0,28.927748,0,11734.0,0.0,0.0,0.0,0.31119922,0.3756194,0.0,0.11330344,0.0,1830.0,0.15594375,0.1291862,11734.0,0.0,0.011360239,0.5842105
DOP0562,692.0,0.0,0.0,0,2986.0,613.0,1086.0,32870.0,820.0,0.0,0.0,0.0,0.0,1.0,178.0,463.0,86.494354,0,36548.0,0.0,0.0,0.0,0.20522264,0.3635755,0.0,0.024946,0.0,2519.0,0.06892117,0.05214917,36548.0,0.0,0.0054151076,0.42594296
DPM0423,914.0,0.0,0.0,0,3017.0,1201.0,1146.0,32870.0,4229.0,1403.0,83.0,0.0,2131.0,2.0,131.0,527.0,86.36265,0,40335.0,0.0,0.0,0.0,0.39794567,0.37972167,0.05911681,0.12865444,0.052831218,6659.0,0.16508825,0.18608686,40335.0,0.0,0.003985276,0.45945945
DPS0262,254.0,20.0,4.0,0,946.0,100.0,263.0,10545.0,543.0,0.0,0.0,0.0,0.0,1.0,85.0,133.0,27.017595,0,11745.0,0.078431375,0.015686275,0.0,0.105596624,0.2777191,0.0,0.051488716,0.0,926.0,0.078835346,0.0686191,11745.0,0.0,0.008059928,0.5037879
DRR0162,512.0,0.0,0.0,0,2737.0,794.0,1059.0,29293.0,1699.0,529.0,30.0,0.0,1116.0,1.0,138.0,225.0,78.67313,1,34187.0,0.0,0.0,0.0,0.2899927,0.38677868,0.056603774,0.057998225,0.03264303,3582.0,0.1047736,0.11331461,34187.0,0.0,0.0047108624,0.21226415
DRR0242,884.0,0.0,188.0,0,3836.0,405.0,1407.0,39600.0,3276.0,0.0,0.0,0.0,0.0,1.0,134.0,560.0,108.48672,0,44320.0,0.0,0.21242937,0.0,0.10555121,0.36669272,0.0,0.08272518,0.0,5088.0,0.11479885,0.105660975,44320.0,0.0,0.003383753,0.39772728
DSB0731,692.0,0.0,0.0,0,4936.0,981.0,1836.0,56052.0,9775.0,0.0,0.0,0.0,0.0,1.0,130.0,853.0,141.55627,0,61680.0,0.0,0.0,0.0,0.19870366,0.37188575,0.0,0.17438853,0.0,12592.0,0.20414715,0.18824273,61680.0,0.0,0.0023192335,0.46434402
DSM0591,692.0,0.0,0.0,0,338.0,0.0,132.0,3460.0,142.0,0.0,0.0,0.0,0.0,1.0,121.0,82.0,9.775477,0,4490.0,0.0,0.0,0.0,0.0,0.38938054,0.0,0.041028604,0.0,274.0,0.061010912,0.061010912,4490.0,0.0,0.034960993,0.6165413
DTP0379,1076.0,0.0,0.0,0,3311.0,975.0,1344.0,32775.0,3948.0,0.0,0.0,0.0,0.0,4.0,162.0,561.0,95.05475,0,37162.0,0.0,0.0,0.0,0.29438406,0.4057971,0.0,0.12045399,0.0,6267.0,0.16863547,0.1423997,37162.0,0.0,0.004942641,0.41710037
DTT0076,692.0,0.0,0.0,0,6019.0,0.0,1639.0,65740.0,4080.0,0.0,0.0,0.0,0.0,1.0,115.0,704.0,172.00023,0,72451.0,0.0,0.0,0.0,0.0,0.27225915,0.0,0.062061727,0.0,5719.0,0.07893502,0.07893502,72451.0,0.0,0.0017492889,0.4292683
DVM0265,796.0,0.0,0.0,0,3022.0,907.0,958.0,34600.0,1792.0,0.0,0.0,0.0,0.0,3.0,72.0,375.0,86.31576,0,38418.0,0.0,0.0,0.0,0.3000331,0.31690374,0.0,0.051790413,0.0,3657.0,0.09518728,0.071579166,38418.0,0.0,0.0020808647,0.39103234
DVW0103,692.0,0.0,0.0,0,3049.0,0.0,1105.0,32870.0,1069.0,0.0,0.0,0.0,0.0,1.0,182.0,503.0,87.23834,0,36611.0,0.0,0.0,0.0,0.0,0.3622951,0.0,0.03252107,0.0,2174.0,0.05937944,0.05937944,36611.0,0.0,0.005536795,0.45479205
DZC0228,692.0,0.0,0.0,0,3032.0,309.0,1328.0,32870.0,1401.0,0.0,0.0,0.0,0.0,1.0,168.0,543.0,86.807686,0,36594.0,0.0,0.0,0.0,0.10187933,0.43785033,0.0,0.042621154,0.0,3038.0,0.083016805,0.07457303,36594.0,0.0,0.005110888,0.4085779
EAH0466,104.0,0.0,0.0,0,34.0,12.0,17.0,350.0,13.0,358.0,24.0,0.0,30.0,3.0,64.0,17.0,1.0391226,0,876.0,0.0,0.0,0.0,0.34285715,0.4857143,0.06685237,0.037037037,0.034207527,66.0,0.075256556,0.06841505,876.0,0.0,0.18233618,0.9130749009000029
EBC0390,692.0,0.0,0.0,0,3018.0,0.0,913.0,32870.0,1909.0,0.0,0.0,0.0,0.0,1.0,102.0,395.0,86.11438,0,36580.0,0.0,0.0,0.0,0.0,0.30241802,0.0,0.058075506,0.0,2822.0,0.07714387,0.07714387,36580.0,0.0,0.0031030392,0.4321663
ECF0828,422.0,0.0,0.0,0,207.0,0.0,78.0,2110.0,71.0,0.0,0.0,0.0,0.0,1.0,95.0,59.0,6.0874176,0,2739.0,0.0,0.0,0.0,0.0,0.375,0.0,0.033633348,0.0,149.0,0.054379564,0.054379564,2739.0,0.0,0.045002367,0.7468355
ECL0930,963.0,0.0,0.0,0,3041.0,1196.0,905.0,32870.0,1858.0,0.0,0.0,0.0,0.0,1.0,122.0,412.0,86.969444,0,36874.0,0.0,0.0,0.0,0.3931624,0.29750165,0.0,0.056523986,0.0,3959.0,0.10736271,0.07492881,36874.0,0.0,0.0037114783,0.45474613
ECR0822,692.0,0.0,0.0,0,339.0,0.0,129.0,3460.0,173.0,0.0,0.0,0.0,0.0,1.0,99.0,89.0,9.858176,0,4491.0,0.0,0.0,0.0,0.0,0.37941176,0.0,0.049985554,0.0,302.0,0.067230634,0.067230634,4491.0,0.0,0.02860445,0.6846154
EDA0684,88.0,9.0,0.0,0,304.0,100.0,114.0,3325.0,253.0,0.0,0.0,0.0,0.0,2.0,120.0,62.0,8.91066,0,3717.0,0.101123594,0.0,0.0,0.32786885,0.3737705,0.0,0.07606735,0.0,476.0,0.12802581,0.09870898,3717.0,0.0,0.036079373,0.53913045
EDB0714,484.0,0.0,0.0,0,255.0,71.0,114.0,2548.0,149.0,526.0,28.0,0.0,1070.0,1.0,135.0,72.0,7.6261187,1,4883.0,0.0,0.0,0.0,0.27734375,0.4453125,0.05313093,0.058454297,0.21908271,362.0,0.074119575,0.27293202,4883.0,0.0,0.052961946,0.62608695
EFS0882,692.0,0.0,0.0,0,1009.0,0.0,407.0,10034.0,950.0,0.0,0.0,0.0,0.0,1.0,104.0,211.0,28.582218,0,11735.0,0.0,0.0,0.0,0.0,0.40297028,0.0,0.09466866,0.0,1357.0,0.11562713,0.11562713,11735.0,0.0,0.010363727,0.51715684
EGD0132,378.0,0.0,0.0,0,195.0,21.0,61.0,2037.0,63.0,399.0,22.0,0.0,833.0,1.0,65.0,43.0,5.358163,1,3842.0,0.0,0.0,0.0,0.10714286,0.3112245,0.055,0.03091266,0.21675774,167.0,0.043455634,0.2490242,3842.0,0.0,0.031894013,0.6935484
EGD0409,388.0,0.0,0.0,0,1239.0,372.0,533.0,13300.0,602.0,0.0,0.0,0.0,0.0,1.0,101.0,260.0,35.8293,0,14927.0,0.0,0.0,0.0,0.3,0.42983872,0.0,0.045259755,0.0,1507.0,0.10095123,0.07603162,14927.0,0.0,0.007593414,0.4868914
EGK0893,692.0,0.0,0.0,0,997.0,95.0,446.0,10034.0,176.0,0.0,0.0,0.0,0.0,1.0,99.0,231.0,28.311024,0,11723.0,0.0,0.0,0.0,0.09519038,0.44689378,0.0,0.017538615,0.0,717.0,0.0611566,0.053053565,11723.0,0.0,0.009865471,0.5167785
EHB0420,1651.0,121.0,321.0,0,3767.0,1130.0,1792.0,38880.0,865.0,0.0,0.0,0.0,0.0,3.0,201.0,764.0,107.37367,0,44298.0,0.07324455,0.19430992,0.0,0.29989386,0.47558385,0.0,0.02224737,0.0,3908.0,0.0882187,0.05997878,44298.0,0.0,0.0051696203,0.4261015
EHB0824,328.0,7.0,0.0,0,153.0,17.0,44.0,1594.0,41.0,14.0,0.0,14.0,26.0,1.0,58.0,39.0,4.360365,1,2115.0,0.021276595,0.0,0.0,0.11038961,0.2857143,0.0,0.02570533,0.012287335,109.0,0.051512286,0.052457467,2115.0,0.93333334,0.036363635,0.8666667
EHD0584,641.0,9.0,2.0,0,208.0,73.0,89.0,1893.0,64.0,11.0,0.0,8.0,14.0,3.0,126.0,64.0,6.1821146,1,2767.0,0.014018691,0.0031152647,0.0,0.3492823,0.4258373,0.0,0.03379092,0.0050578034,235.0,0.084898844,0.06033237,2767.0,0.6666667,0.06652587,0.7111111
EHR0096,692.0,0.0,0.0,0,3019.0,0.0,1223.0,32870.0,634.0,0.0,0.0,0.0,0.0,1.0,157.0,542.0,86.1915,0,36581.0,0.0,0.0,0.0,0.0,0.4049669,0.0,0.019287517,0.0,1857.0,0.050762672,0.050762672,36581.0,0.0,0.0047762464,0.44281045
EIM0156,692.0,0.0,0.0,0,3014.0,1208.0,1106.0,32870.0,775.0,0.0,0.0,0.0,0.0,1.0,92.0,263.0,85.60057,0,36576.0,0.0,0.0,0.0,0.40066335,0.3668325,0.0,0.023577014,0.0,3089.0,0.08445198,0.05142576,36576.0,0.0,0.0027988197,0.23757905
EIP0997,692.0,0.0,0.0,0,3017.0,0.0,1154.0,32870.0,1875.0,0.0,0.0,0.0,0.0,1.0,124.0,453.0,85.877975,0,36579.0,0.0,0.0,0.0,0.0,0.38237244,0.0,0.05704116,0.0,3029.0,0.082804814,0.082804814,36579.0,0.0,0.003772322,0.3922078
EIS0041,3052.0,1343.0,0.0,0,3287.0,1005.0,1983.0,39270.0,2744.0,3676.0,209.0,1579.0,2644.0,622.0,241.0,776.0,93.089905,0,51929.0,0.43989518,0.0,0.0,0.30565694,0.592386066860001,0.056839816,0.069873445,0.050914694,7284.0,0.14026575,0.14194107,51929.0,0.42942616,0.006136844,0.39112905
EJW0884,691.0,0.0,0.0,0,1026.0,100.0,428.0,10034.0,448.0,0.0,0.0,0.0,0.0,1.0,109.0,231.0,28.645832,0,11751.0,0.0,0.0,0.0,0.09737098,0.4167478,0.0,0.04464375,0.0,976.0,0.08304969,0.0745405,11751.0,0.0,0.0108619835,0.53846157
ELB0847,762.0,0.0,0.0,0,336.0,43.0,134.0,3450.0,242.0,0.0,0.0,0.0,0.0,3.0,88.0,96.0,9.321295,0,4548.0,0.0,0.0,0.0,0.12759644,0.3976261,0.0,0.070124604,0.0,419.0,0.09210815,0.08265553,4548.0,0.0,0.025499854,0.7111111
ELH0960,692.0,0.0,0.0,0,333.0,0.0,103.0,3460.0,206.0,0.0,0.0,0.0,0.0,1.0,76.0,82.0,9.424527,0,4485.0,0.0,0.0,0.0,0.0,0.30838323,0.0,0.05952037,0.0,309.0,0.06888096,0.06888096,4485.0,0.0,0.021958971,0.78846157
ELT0769,692.0,0.0,0.0,0,1004.0,0.0,358.0,10034.0,1932.0,0.0,0.0,0.0,0.0,1.0,100.0,205.0,28.68346,0,11730.0,0.0,0.0,0.0,0.0,0.3562189,0.0,0.19252616,0.0,2290.0,0.19520928,0.19520928,11730.0,0.0,0.009965122,0.5710306
EMB0531,965.0,0.0,0.0,0,990.0,377.0,480.0,10034.0,544.0,0.0,0.0,0.0,0.0,1.0,122.0,238.0,28.200592,0,11989.0,0.0,0.0,0.0,0.3804238,0.48435923,0.0,0.054210264,0.0,1401.0,0.11684737,0.0854045,11989.0,0.0,0.012157449,0.4948025
EMS0317,692.0,0.0,0.0,0,4965.0,977.0,2502.0,56052.0,6658.0,0.0,0.0,0.0,0.0,1.0,222.0,1092.0,141.88246,0,61709.0,0.0,0.0,0.0,0.19673781,0.503826,0.0,0.11878044,0.0,10137.0,0.16426834,0.14843623,61709.0,0.0,0.0039605373,0.43627647
EMW0105,692.0,0.0,0.0,0,3646.0,0.0,1984.0,39216.0,571.0,0.0,0.0,0.0,0.0,1.0,250.0,831.0,104.273315,0,43554.0,0.0,0.0,0.0,0.0,0.5440088,0.0,0.014560012,0.0,2555.0,0.05866146,0.05866146,43554.0,0.0,0.0063747866,0.4186398
EMW0772,722.0,0.0,0.0,0,998.0,112.0,459.0,10034.0,1558.0,181.0,10.0,0.0,260.0,3.0,146.0,255.0,28.714165,0,12195.0,0.0,0.0,0.0,0.11211211,0.45945945,0.054945055,0.1552566,0.021318465,2139.0,0.17538537,0.18670055,12195.0,0.0,0.014549078,0.5543478
ENC0234,771.0,0.0,0.0,0,2268.0,234.0,670.0,24605.0,1349.0,0.0,0.0,0.0,0.0,2.0,94.0,301.0,64.375145,0,27644.0,0.0,0.0,0.0,0.10312913,0.29528427,0.0,0.05482403,0.0,2253.0,0.08149756,0.0730331,27644.0,0.0,0.0038202065,0.4485842
ENL0100,692.0,0.0,0.0,0,3029.0,602.0,929.0,32870.0,1862.0,0.0,0.0,0.0,0.0,1.0,100.0,447.0,87.46331,0,36591.0,0.0,0.0,0.0,0.19867986,0.30660066,0.0,0.056645676,0.0,3393.0,0.09272519,0.0762735,36591.0,0.0,0.0030421952,0.48064515
EPW0434,692.0,0.0,0.0,0,3053.0,590.0,1614.0,32870.0,820.0,0.0,0.0,0.0,0.0,1.0,258.0,724.0,87.803986,0,36615.0,0.0,0.0,0.0,0.19318926,0.5284872,0.0,0.024946,0.0,3024.0,0.08258685,0.06647367,36615.0,0.0,0.0078488635,0.4482972
ERH0449,692.0,0.0,0.0,0,332.0,0.0,130.0,3450.0,30.0,0.0,0.0,0.0,0.0,1.0,113.0,87.0,9.478305,0,4474.0,0.0,0.0,0.0,0.0,0.3903904,0.0,0.008693133,0.0,160.0,0.03575419,0.03575419,4474.0,0.0,0.032744132,0.66412216
ESA0642,692.0,346.0,0.0,0,1004.0,0.0,484.0,10034.0,603.0,0.0,0.0,0.0,0.0,1.0,175.0,266.0,28.454105,0,11730.0,0.4992785,0.0,0.0,0.0,0.48159203,0.0,0.060089685,0.0,1433.0,0.12215497,0.09266047,11730.0,0.0,0.017438963,0.5484536
ESH0135,692.0,0.0,0.0,0,327.0,129.0,180.0,3460.0,179.0,0.0,0.0,0.0,0.0,1.0,160.0,104.0,9.182263,0,4479.0,0.0,0.0,0.0,0.3932927,0.5487805,0.0,0.051719155,0.0,488.0,0.10892857,0.08013393,4479.0,0.0,0.046229415,0.5745856
ESH0283,762.0,0.0,0.0,0,3049.0,879.0,1162.0,32870.0,2233.0,2646.0,157.0,0.0,277.0,35.0,150.0,517.0,87.793396,0,39604.0,0.0,0.0,0.0,0.2881967,0.38098362,0.05931243,0.06793222,0.0069940663,4431.0,0.11187981,0.09271557,39604.0,0.0,0.004563293,0.44454
ESJ0670,1030.0,0.0,258.0,0,4582.0,455.0,2054.0,44650.0,2131.0,3303.0,182.0,0.0,366.0,3.0,196.0,836.0,130.18663,0,53931.0,0.0,0.25024247,0.0,0.09927995,0.44817805,0.055084746,0.047725696,0.0067863236,4822.0,0.08940888,0.08438404,53931.0,0.0,0.0043895994,0.40681264
ESR0693,384.0,0.0,0.0,0,1475.0,570.0,361.0,16055.0,535.0,509.0,23.0,0.0,391.0,2.0,98.0,164.0,41.97767,0,18814.0,0.0,0.0,0.0,0.38617885,0.24457994,0.04509804,0.033320878,0.020781292,1489.0,0.07913899,0.06840287,18814.0,0.0,0.006103637,0.45303866
ETR0177,692.0,0.0,0.0,0,3711.0,0.0,1142.0,39330.0,2841.0,0.0,0.0,0.0,0.0,1.0,99.0,407.0,105.84064,0,43733.0,0.0,0.0,0.0,0.0,0.30765086,0.0,0.072233096,0.0,3983.0,0.091073304,0.091073304,43733.0,0.0,0.0025170986,0.3560805
ETR0428,834.0,0.0,0.0,0,3034.0,891.0,1728.0,34600.0,1372.0,0.0,0.0,0.0,0.0,3.0,256.0,728.0,86.55736,0,38468.0,0.0,0.0,0.0,0.29357496,0.5693575,0.0,0.039652035,0.0,3991.0,0.10374587,0.08058437,38468.0,0.0,0.00739863,0.42105263
EWH0191,959.0,0.0,0.0,0,4649.0,1852.0,2046.0,49478.0,3932.0,0.0,0.0,0.0,0.0,1.0,207.0,655.0,132.71852,0,55086.0,0.0,0.0,0.0,0.39827958,0.44,0.0,0.07946806,0.0,7830.0,0.1421388,0.10851925,55086.0,0.0,0.004183593,0.31998047
EZH0736,692.0,0.0,0.0,0,4974.0,525.0,1578.0,56052.0,6094.0,0.0,0.0,0.0,0.0,1.0,111.0,699.0,141.83798,0,61718.0,0.0,0.0,0.0,0.10552764,0.31718594,0.0,0.10871854,0.0,8197.0,0.13281162,0.12430532,61718.0,0.0,0.0019802686,0.44268525
EZT0640,1197.0,378.0,0.0,0,1015.0,423.0,483.0,10034.0,539.0,0.0,0.0,0.0,0.0,2.0,162.0,227.0,29.053055,0,12246.0,0.3155259,0.0,0.0,0.4163386,0.4753937,0.0,0.053712007,0.0,1823.0,0.14885278,0.083449006,12246.0,0.0,0.016143497,0.46900827
FAW0032,708.0,1.0,0.0,0,4723.0,925.0,1631.0,49478.0,5901.0,0.0,0.0,0.0,0.0,1.0,138.0,704.0,134.65614,0,54909.0,0.0014104373,0.0,0.0,0.19580863,0.34525827,0.0,0.11926272,0.0,8458.0,0.15403387,0.13716991,54909.0,0.0,0.002789062,0.43137255
FBA0348,696.0,1.0,0.0,0,4704.0,0.0,2042.0,49478.0,1328.0,0.0,0.0,0.0,0.0,1.0,155.0,860.0,133.48352,0,54878.0,0.0014347202,0.0,0.0,0.0,0.43400636,0.0,0.02683967,0.0,3371.0,0.061426047,0.061407823,54878.0,0.0,0.0031326422,0.42094958
FBW0747,796.0,0.0,40.0,0,5369.0,543.0,2086.0,59292.0,2032.0,0.0,0.0,0.0,0.0,3.0,149.0,934.0,154.38437,0,65457.0,0.0,0.050188206,0.0,0.10111732,0.38845438,0.0,0.034270488,0.0,4661.0,0.071205966,0.06291057,65457.0,0.0,0.0025129442,0.44753236
FDE0117,692.0,0.0,0.0,0,4724.0,921.0,2156.0,49478.0,980.0,0.0,0.0,0.0,0.0,1.0,156.0,778.0,134.80132,0,54894.0,0.0,0.0,0.0,0.19492063,0.4562963,0.0,0.019806383,0.0,4057.0,0.07390473,0.057127245,54894.0,0.0,0.0031528526,0.36068612
FEB0306,1118.0,0.0,0.0,0,329.0,102.0,115.0,3460.0,248.0,1157.0,59.0,0.0,719.0,2.0,115.0,81.0,9.2833395,0,6783.0,0.0,0.0,0.0,0.3090909,0.34848484,0.050949913,0.071655594,0.10598467,524.0,0.077240564,0.15949292,6783.0,0.0,0.03322739,0.69827586
FFC0891,745.0,35.0,5.0,0,566.0,227.0,285.0,5684.0,152.0,961.0,61.0,12.0,833.0,2.0,113.0,162.0,15.860073,0,8789.0,0.04691689,0.006702413,0.0,0.40035275,0.5026455,0.06340957,0.026737027,0.09476678,760.0,0.08646189,0.14448236,8789.0,0.012474013,0.01987687,0.56643355
FGW0853,910.0,101.0,14.0,0,4663.0,1453.0,2013.0,56052.0,3631.0,0.0,0.0,0.0,0.0,4.0,112.0,885.0,132.16772,0,61625.0,0.11086718,0.015367728,0.0,0.31153515,0.43160376,0.0,0.06477798,0.0,7198.0,0.11680135,0.09158472,61625.0,0.0,0.001998109,0.43942404
FHO0630,692.0,0.0,0.0,0,4993.0,1999.0,2247.0,56052.0,5805.0,0.0,0.0,0.0,0.0,1.0,217.0,949.0,143.93465,0,61737.0,0.0,0.0,0.0,0.40028033,0.44993994,0.0,0.1035627,0.0,10051.0,0.16280086,0.1304221,61737.0,0.0,0.003871336,0.42215303
FHS0837,692.0,0.0,0.0,0,337.0,0.0,153.0,3450.0,132.0,0.0,0.0,0.0,0.0,1.0,140.0,97.0,9.493262,0,4479.0,0.0,0.0,0.0,0.0,0.45266274,0.0,0.038249783,0.0,285.0,0.063616075,0.063616075,4479.0,0.0,0.040567953,0.6298701
FIR0920,878.0,0.0,0.0,0,3006.0,1188.0,945.0,32870.0,4750.0,0.0,0.0,0.0,0.0,2.0,96.0,415.0,85.6459,0,36754.0,0.0,0.0,0.0,0.39507815,0.3142667,0.0,0.14450428,0.0,6883.0,0.18726704,0.15494491,36754.0,0.0,0.0029205075,0.43868923
FKB0163,692.0,0.0,0.0,0,3032.0,289.0,1550.0,32870.0,1167.0,0.0,0.0,0.0,0.0,1.0,218.0,354.0,86.91104,0,36594.0,0.0,0.0,0.0,0.0952852,0.51104516,0.0,0.03550242,0.0,3006.0,0.08214237,0.07424512,36594.0,0.0,0.006631986,0.22823985
FKK0055,1345.0,0.0,335.0,0,4039.0,1630.0,1910.0,46400.0,3395.0,601.0,39.0,0.0,344.0,3.0,225.0,691.0,116.25123,0,52729.0,0.0,0.24888559,0.0,0.40346536,0.47277227,0.06478405,0.07316653,0.0065238005,6974.0,0.13225868,0.10713067,52729.0,0.0,0.0048490334,0.3615908
FLM0213,691.0,0.0,0.0,0,4668.0,892.0,1347.0,49335.0,1342.0,0.0,0.0,0.0,0.0,1.0,120.0,573.0,134.02705,0,54694.0,0.0,0.0,0.0,0.19104734,0.2884986,0.0,0.027201232,0.0,3581.0,0.06547216,0.049163543,54694.0,0.0,0.002432301,0.4250742
FMG0527,548.0,7.0,0.0,0,790.0,313.0,249.0,7832.0,376.0,23.0,0.0,15.0,24.0,1.0,83.0,136.0,22.059368,1,9217.0,0.012750455,0.0,0.0,0.39570165,0.3147914,0.0,0.048002042,0.0026036017,945.0,0.102516815,0.07040573,9217.0,0.625,0.010596195,0.544
FOB0756,1479.0,0.0,255.0,0,1242.0,360.0,651.0,12325.0,986.0,165.0,8.0,0.0,309.0,2.0,222.0,315.0,35.82108,0,15520.0,0.0,0.1722973,0.0,0.2896219,0.5237329,0.04819277,0.07999351,0.01990851,2005.0,0.12917982,0.12537852,15520.0,0.0,0.01801071,0.48312885
FPC0954,692.0,0.0,0.0,0,340.0,0.0,104.0,3460.0,130.0,0.0,0.0,0.0,0.0,1.0,64.0,79.0,9.491241,0,4492.0,0.0,0.0,0.0,0.0,0.30498534,0.0,0.037561398,0.0,234.0,0.052081015,0.052081015,4492.0,0.0,0.018491765,0.75238097
